epc_code,product_serial,product_name,hub_type,event_type,event_time,Detect
001.6923243.102743.000037508,37508,Product 9,Seoul_donggu,stock_outbound(Wholesaler),2025-03-05 18:11,
001.6923243.102743.000037508,37508,Product 9,Seoul_donggu,stock_inbound(reseller),2025-03-06 2:02,
001.6923243.102743.000037508,37508,Product 9,Seoul_junggu,stock_outbound(sell),2025-03-27 6:33,
001.6923243.102743.000037509,37509,Product 9,Yeongju,custom_inbound,2025-01-21 17:54,
001.6923243.102743.000037509,37509,Product 9,Yeongju,custom_outbound,2025-01-25 8:36,
001.6923243.102743.000037509,37509,Product 9,Gwangju_bukgu,stock_inbound(HUB),2025-01-25 17:09,
001.6923243.102743.000037509,37509,Product 9,Gwangju_donggu,stock_outbound(HUB),2025-01-26 6:40,
001.6923243.102743.000037509,37509,Product 9,Gwangju_donggu,stock_inbound(Wholesaler),2025-01-31 11:28,LSTM 오류 감지
001.6923243.102743.000037509,37509,Product 9,Gwangju_junggu,stock_outbound(Wholesaler),2025-02-14 23:03,
001.6923243.102743.000037509,37509,Product 9,Gwangju_junggu,stock_inbound(reseller),2025-02-09 0:07,
001.6923243.102743.000037509,37509,Product 9,Gwangju_bukgu,stock_outbound(sell),2025-02-20 16:43,
001.6923243.102743.000037510,37510,Product 9,Yeongju,custom_inbound,2025-01-21 17:54,
001.6923243.102743.000037510,37510,Product 9,Yeongju,custom_outbound,2025-01-31 16:03,
001.6923243.102743.000037510,37510,Product 9,Daejeon_donggu,stock_inbound(HUB),2025-01-23 19:10,
001.6923243.102743.000037510,37510,Product 9,Daejeon_junggu,stock_outbound(HUB),2025-02-28 15:54,
001.6923243.102743.000037510,37510,Product 9,Daejeon_junggu,stock_inbound(Wholesaler),2025-02-19 17:14,
001.6923243.102743.000037510,37510,Product 9,Daejeon_bukgu,stock_outbound(Wholesaler),2025-03-26 11:33,이벤트 누락
001.6923243.102743.000037510,37510,Product 9,Daejeon_bukgu,stock_outbound(sell),2025-03-26 11:33,
001.8805843.584374.000010965,10965,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010965,10965,Product 1,Yeongju,WMS_outbound,2025-01-21 18:14,이벤트 순서 오류
001.8805843.584374.000010965,10965,Product 1,Yeongju,WMS_inbound,2025-01-21 18:34,
001.8805843.584374.000010965,10965,Product 1,Yeongju,aggregation,2025-02-22 20:36,
001.8805843.584374.000010965,10965,Product 1,Daegu_donggu,stock_inbound(Wholesaler),2025-02-23 4:57,
001.8805843.584374.000010965,10965,Product 1,Daegu_donggu,stock_outbound(HUB),2025-03-09 23:32,
001.8805843.584374.000010965,10965,Product 1,Daegu_junggu,stock_inbound(HUB),2025-03-10 5:06,
001.8805843.584374.000010965,10965,Product 1,Daegu_junggu,stock_outbound(Wholesaler),2025-03-21 6:09,
001.8805843.584374.000010965,10965,Product 1,Daegu_bukgu,stock_inbound(Reseller),2025-03-21 14:21,
001.8805843.584374.000010965,10965,Product 1,Daegu_bukgu,stock_outbound(Sell),2025-04-18 10:22,
001.8805843.584374.000010966,10966,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010966,10966,Product 1,Yeongju,aggregation,2025-01-21 18:07,
001.8805843.584374.000010966,10966,Product 1,Yeongju,WMS_inbound,2025-01-21 18:25,
001.8805843.584374.000010966,10966,Product 1,Yeongju,WMS_outbound,2025-02-04 20:54,
001.8805843.584374.000010966,10966,Product 1,Gwangju_donggu,stock_inbound(HUB),2025-02-05 4:40,
001.8805843.584374.000010966,10966,Product 1,Gwangju_donggu,stock_outbound(HUB),2025-02-12 7:35,
001.8805843.584374.000010966,10966,Product 1,kangwon,stock_inbound(Wholesaler),2025-02-12 17:12,허브타입 변경
001.8805843.584374.000010966,10966,Product 1,Gwangju_junggu,stock_outbound(Wholesaler),2025-02-15 12:32,
001.8805843.584374.000010966,10966,Product 1,Gwangju_bukgu,stock_inbound(Reseller),2025-02-15 19:58,
001.8805843.584374.000010966,10966,Product 1,kangwon,stock_outbound(Sell),2025-02-24 12:51,
001.8805843.584374.000010967,10967,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010967,10967,Product 1,Yeongju,illegal_transfer,2025-01-21 18:22,허용되지 않은 이벤트 발생 감지
001.8805843.584374.000010967,10967,Product 1,Yeongju,WMS_inbound,2025-01-21 19:18,
001.8805843.584374.000010967,10967,Product 1,Yeongju,WMS_outbound,2025-02-02 19:43,
001.8805843.584374.000010967,10967,Product 1,Busan_yangsan,stock_inbound(HUB),2025-02-03 3:35,
001.8805843.584374.000010967,10967,Product 1,Busan_yangsan,stock_outbound(HUB),2025-02-24 16:30,
001.8805843.584374.000010967,10967,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-02-24 20:29,
001.8805843.584374.000010967,10967,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-16 11:28,
001.8805843.584374.000010967,10967,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-16 13:53,
001.8805843.584374.000010967,10967,Product 1,Busan_gumjung,stock_outbound(Sell),2025-03-22 22:07,
001.8805843.584374.000010968,10968,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010968,10968,Product 1,Yeongju,aggregation,2025-01-21 18:17,
001.8805843.584374.000010968,10968,Product 1,Yeongju,illegal_transfer,2025-01-21 18:54,허용되지 않은 이벤트 발생 감지
001.8805843.584374.000010968,10968,Product 1,Yeongju,WMS_outbound,2025-02-02 6:07,
001.8805843.584374.000010968,10968,Product 1,Daejeon_donggu,stock_inbound(HUB),2025-02-02 12:31,
001.8805843.584374.000010968,10968,Product 1,Daejeon_donggu,stock_outbound(HUB),2025-02-21 10:11,
001.8805843.584374.000010968,10968,Product 1,Daejeon_junggu,stock_inbound(Wholesaler),2025-02-21 15:49,
001.8805843.584374.000010968,10968,Product 1,Daejeon_junggu,stock_outbound(Wholesaler),2025-03-10 6:18,
001.8805843.584374.000010968,10968,Product 1,Daejeon_bukgu,stock_inbound(Reseller),2025-03-10 13:05,
001.8805843.584374.000010968,10968,Product 1,Daejeon_bukgu,stock_outbound(Sell),2025-04-07 9:29,
001.8805843.584374.000010969,10969,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010969,10969,Product 1,Yeongju,aggregation,2025-01-21 18:11,
001.8805843.584374.000010969,10969,Product 1,Yeongju,WMS_inbound,2025-01-21 18:52,
001.8805843.584374.000010969,10969,Product 1,Yeongju,illegal_transfer,2025-02-02 13:06,허용되지 않은 이벤트 발생 감지
001.8805843.584374.000010969,10969,Product 1,Gwangju_donggu,stock_inbound(HUB),2025-02-02 20:13,
001.8805843.584374.000010969,10969,Product 1,Gwangju_donggu,stock_outbound(HUB),2025-03-01 6:33,
001.8805843.584374.000010969,10969,Product 1,Gwangju_junggu,stock_inbound(Wholesaler),2025-03-01 15:11,
001.8805843.584374.000010969,10969,Product 1,Gwangju_junggu,stock_outbound(Wholesaler),2025-03-18 16:32,
001.8805843.584374.000010969,10969,Product 1,Gwangju_bukgu,stock_inbound(Reseller),2025-03-18 19:26,
001.8805843.584374.000010969,10969,Product 1,Gwangju_bukgu,stock_outbound(Sell),2025-03-23 22:24,
001.8805843.584374.000010970,10970,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010970,10970,Product 1,Yeongju,custom_inbound,2025-01-21 18:20,국내산(Commissioning 이후 첫 이벤트가 잘못됨) 위조
001.8805843.584374.000010970,10970,Product 1,Yeongju,WMS_inbound,2025-01-21 18:51,
001.8805843.584374.000010970,10970,Product 1,Yeongju,WMS_outbound,2025-02-23 17:18,
001.8805843.584374.000010970,10970,Product 1,Daegu_donggu,stock_inbound(HUB),2025-02-24 1:45,
001.8805843.584374.000010970,10970,Product 1,Daegu_donggu,stock_outbound(HUB),2025-03-09 4:04,
001.8805843.584374.000010970,10970,Product 1,Daegu_junggu,stock_inbound(Wholesaler),2025-03-09 10:00,
001.8805843.584374.000010970,10970,Product 1,Daegu_junggu,stock_outbound(Wholesaler),2025-03-18 4:35,
001.8805843.584374.000010970,10970,Product 1,Daegu_bukgu,stock_inbound(Reseller),2025-03-18 7:18,
001.8805843.584374.000010970,10970,Product 1,Daegu_bukgu,stock_outbound(Sell),2025-04-02 18:48,
001.8805843.584374.000010971,10971,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010971,10971,Product 1,Yeongju,custom_inbound,2025-01-21 17:59,국내산(Commissioning 이후 첫 이벤트가 잘못됨) 위조
001.8805843.584374.000010971,10971,Product 1,Yeongju,WMS_inbound,2025-01-21 18:28,
001.8805843.584374.000010971,10971,Product 1,Yeongju,WMS_outbound,2025-02-01 18:19,
001.8805843.584374.000010971,10971,Product 1,Daejeon_donggu,stock_inbound(HUB),2025-02-01 22:17,
001.8805843.584374.000010971,10971,Product 1,Daejeon_donggu,stock_outbound(HUB),2025-03-07 18:49,
001.8805843.584374.000010971,10971,Product 1,Daejeon_junggu,stock_inbound(Wholesaler),2025-03-08 3:17,
001.8805843.584374.000010971,10971,Product 1,Daejeon_junggu,stock_outbound(Wholesaler),2025-04-12 20:29,
001.8805843.584374.000010971,10971,Product 1,Daejeon_bukgu,stock_inbound(Reseller),2025-04-13 6:02,
001.8805843.584374.000010971,10971,Product 1,Daejeon_bukgu,stock_outbound(Sell),2025-04-26 9:13,
001.8805843.584374.000010972,10972,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010972,10972,Product 1,Yeongju,custom_inbound,2025-01-21 18:00,국내산(Commissioning 이후 첫 이벤트가 잘못됨) 위조
001.8805843.584374.000010972,10972,Product 1,Yeongju,WMS_inbound,2025-01-21 18:54,
001.8805843.584374.000010972,10972,Product 1,Yeongju,WMS_outbound,2025-02-23 14:47,
001.8805843.584374.000010972,10972,Product 1,Daegu_donggu,stock_inbound(HUB),2025-02-23 21:21,
001.8805843.584374.000010972,10972,Product 1,Daegu_donggu,stock_outbound(HUB),2025-03-16 5:06,
001.8805843.584374.000010972,10972,Product 1,Daegu_junggu,stock_inbound(Wholesaler),2025-03-16 8:28,
001.8805843.584374.000010972,10972,Product 1,Daegu_junggu,stock_outbound(Wholesaler),2025-04-06 5:26,
001.8805843.584374.000010972,10972,Product 1,Daegu_bukgu,stock_inbound(Reseller),2025-04-06 11:22,
001.8805843.584374.000010972,10972,Product 1,Daegu_bukgu,stock_outbound(Sell),2025-05-06 9:13,
001.8805843.584374.000010973,10973,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010973,10973,Product 1,Yeongju,aggregation,2025-01-21 18:10,
001.8805843.584374.000010973,10973,Product 1,Yeongju,WMS_inbound,2025-01-21 18:24,
001.8805843.584374.000010973,10973,Product 1,Yeongju,stock_inbound(Wholesaler),2025-02-13 6:48,이벤트 순서 오류
001.8805843.584374.000010973,10973,Product 1,Daejeon_donggu,stock_outbound(HUB),2025-02-13 13:54,
001.8805843.584374.000010973,10973,Product 1,Daejeon_donggu,stock_inbound(HUB),2025-03-17 10:46,
001.8805843.584374.000010973,10973,Product 1,Daejeon_junggu,WMS_outbound,2025-03-17 18:58,
001.8805843.584374.000010973,10973,Product 1,Daejeon_junggu,stock_outbound(Wholesaler),2025-03-24 17:59,
001.8805843.584374.000010973,10973,Product 1,Daejeon_bukgu,stock_inbound(Reseller),2025-03-24 21:28,
001.8805843.584374.000010973,10973,Product 1,Daejeon_bukgu,stock_outbound(Sell),2025-04-02 22:13,
001.8805843.584374.000010974,10974,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010974,10974,Product 1,Yeongju,aggregation,2025-01-21 18:14,
001.8805843.584374.000010974,10974,Product 1,Yeongju,WMS_inbound,2025-01-21 19:09,
001.8805843.584374.000010974,10974,Product 1,Yeongju,WMS_outbound,2025-01-26 4:40,
001.8805843.584374.000010974,10974,Product 1,Daejeon_donggu,stock_outbound(HUB),2025-01-26 11:28,허브 이동 없이 직접 판매 감지
001.8805843.584374.000010974,10974,Product 1,Daejeon_donggu,stock_outbound(HUB),2025-02-26 15:17,
001.8805843.584374.000010974,10974,Product 1,Daejeon_junggu,stock_outbound(Wholesaler),2025-02-27 0:01,
001.8805843.584374.000010974,10974,Product 1,Daejeon_junggu,stock_outbound(Wholesaler),2025-03-22 8:09,
001.8805843.584374.000010974,10974,Product 1,Daejeon_bukgu,stock_inbound(Reseller),2025-03-22 9:25,
001.8805843.584374.000010974,10974,Product 1,Daejeon_bukgu,stock_outbound(Sell),2025-04-09 9:43,
001.8805843.584374.000010975,10975,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010975,10975,Product 1,Yeongju,aggregation,2025-01-21 18:15,
001.8805843.584374.000010975,10975,Product 1,Yeongju,WMS_inbound,2025-01-21 18:36,
001.8805843.584374.000010975,10975,Product 1,Yeongju,WMS_outbound,2025-01-25 8:33,
001.8805843.584374.000010975,10975,Product 1,Daejeon_donggu,stock_outbound(HUB),2025-01-25 9:50,허브 이동 없이 직접 판매 감지
001.8805843.584374.000010975,10975,Product 1,Daejeon_donggu,stock_outbound(HUB),2025-02-08 12:36,
001.8805843.584374.000010975,10975,Product 1,Daejeon_junggu,stock_outbound(Wholesaler),2025-02-08 22:17,
001.8805843.584374.000010975,10975,Product 1,Daejeon_junggu,stock_outbound(Wholesaler),2025-02-13 5:19,
001.8805843.584374.000010975,10975,Product 1,Daejeon_bukgu,stock_inbound(Reseller),2025-02-13 6:36,
001.8805843.584374.000010975,10975,Product 1,Daejeon_bukgu,stock_outbound(Sell),2025-03-07 23:06,
001.8805843.584374.000010976,10976,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010976,10976,Product 1,Yeongju,aggregation,2025-01-21 18:10,
001.8805843.584374.000010976,10976,Product 1,Yeongju,WMS_inbound,2025-01-21 18:23,
001.8805843.584374.000010976,10976,Product 1,Yeongju,WMS_outbound,2025-01-24 20:35,
001.8805843.584374.000010976,10976,Product 1,Daegu_donggu,stock_outbound(HUB),2025-01-25 1:05,허브 이동 없이 직접 판매 감지
001.8805843.584374.000010976,10976,Product 1,Daegu_donggu,stock_outbound(HUB),2025-01-27 10:23,
001.8805843.584374.000010976,10976,Product 1,Daegu_junggu,stock_inbound(Wholesaler),2025-01-27 13:28,
001.8805843.584374.000010976,10976,Product 1,Daegu_junggu,stock_outbound(Wholesaler),2025-02-16 3:58,
001.8805843.584374.000010976,10976,Product 1,Daegu_bukgu,stock_inbound(Reseller),2025-02-16 6:05,
001.8805843.584374.000010976,10976,Product 1,Daegu_bukgu,stock_outbound(Sell),2025-03-11 16:40,
001.8805843.584374.000010977,10977,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010977,10977,Product 1,Yeongju,aggregation,2025-01-21 18:14,
001.8805843.584374.000010977,10977,Product 1,kangwon,WMS_inbound,2025-01-21 18:47,
001.8805843.584374.000010977,10977,Product 1,Yeongju,WMS_outbound,2025-01-26 6:46,
001.8805843.584374.000010977,10977,Product 1,Seoul_donggu,stock_inbound(HUB),2025-01-26 15:48,
001.8805843.584374.000010977,10977,Product 1,Seoul_donggu,stock_outbound(HUB),2025-02-18 0:59,
001.8805843.584374.000010977,10977,Product 1,Seoul_junggu,stock_inbound(Wholesaler),2025-02-18 5:45,
001.8805843.584374.000010977,10977,Product 1,kangwon,stock_outbound(Wholesaler),2025-02-19 12:25,허브타입 변경
001.8805843.584374.000010977,10977,Product 1,Seoul_bukgu,stock_inbound(Reseller),2025-02-19 19:21,
001.8805843.584374.000010977,10977,Product 1,Seoul_bukgu,stock_outbound(Sell),2025-03-08 12:45,
001.8805843.584374.000010978,10978,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010978,10978,Product 1,Yeongju,aggregation,2025-01-22 18:00,
001.8805843.584374.000010978,10978,Product 1,Yeongju,WMS_inbound,2025-01-27 19:00,
001.8805843.584374.000010978,10978,Product 1,Yeongju,WMS_outbound,2025-02-13 5:22,
001.8805843.584374.000010978,10978,Product 1,Seoul_donggu,stock_inbound(HUB),2025-02-18 7:33,LSTM 오류 감지
001.8805843.584374.000010978,10978,Product 1,Seoul_donggu,stock_outbound(HUB),2025-02-13 6:31,
001.8805843.584374.000010978,10978,Product 1,Seoul_junggu,stock_inbound(Wholesaler),2025-02-15 15:54,
001.8805843.584374.000010978,10978,Product 1,Seoul_junggu,stock_outbound(Wholesaler),2025-02-21 3:46,
001.8805843.584374.000010978,10978,Product 1,Seoul_bukgu,stock_inbound(Reseller),2025-02-28 13:23,
001.8805843.584374.000010978,10978,Product 1,Seoul_bukgu,stock_outbound(Sell),2025-03-17 4:26,
001.8805843.584374.000010979,10979,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010979,10979,Product 1,Yeongju,aggregation,2025-01-27 18:01,
001.8805843.584374.000010979,10979,Product 1,Yeongju,WMS_inbound,2025-01-21 18:55,
001.8805843.584374.000010979,10979,Product 1,Yeongju,WMS_outbound,2025-02-20 3:32,
001.8805843.584374.000010979,10979,Product 1,Daegu_donggu,stock_inbound(HUB),2025-02-17 5:18,
001.8805843.584374.000010979,10979,Product 1,Daegu_donggu,stock_outbound(HUB),2025-03-29 11:55,LSTM 오류 감지
001.8805843.584374.000010979,10979,Product 1,Daegu_junggu,stock_inbound(Wholesaler),2025-03-22 18:48,
001.8805843.584374.000010979,10979,Product 1,Daegu_junggu,stock_outbound(Wholesaler),2025-03-24 8:34,
001.8805843.584374.000010979,10979,Product 1,Daegu_bukgu,stock_inbound(Reseller),2025-03-31 15:58,
001.8805843.584374.000010979,10979,Product 1,Daegu_bukgu,stock_outbound(Sell),2025-04-05 4:45,
001.8805843.584374.000010980,10980,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010980,10980,Product 1,Yeongju,aggregation,2025-01-21 18:00,
001.8805843.584374.000010980,10980,Product 1,Yeongju,WMS_inbound,2025-01-21 18:40,
001.8805843.584374.000010980,10980,Product 1,Yeongju,WMS_outbound,2025-02-17 3:14,
001.8805843.584374.000010980,10980,Product 1,Busan_yangsan,stock_inbound(HUB),2025-02-25 7:22,LSTM 오류 감지
001.8805843.584374.000010980,10980,Product 1,Busan_yangsan,stock_outbound(HUB),2025-02-19 20:42,
001.8805843.584374.000010980,10980,Product 1,Busan_dongnea,stock_inbound(Wholesaler),2025-03-10 3:50,
001.8805843.584374.000010980,10980,Product 1,Busan_dongnea,stock_outbound(Wholesaler),2025-03-16 23:12,
001.8805843.584374.000010980,10980,Product 1,Busan_gumjung,stock_inbound(Reseller),2025-03-12 0:56,
001.8805843.584374.000010980,10980,Product 1,Busan_gumjung,stock_outbound(Sell),2025-03-14 17:48,
001.8805843.584374.000010981,10981,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010981,10981,Product 1,Yeongju,aggregation,2025-01-31 17:58,
001.8805843.584374.000010981,10981,Product 1,Yeongju,WMS_inbound,2025-01-21 18:33,
001.8805843.584374.000010981,10981,Product 1,Yeongju,WMS_outbound,2025-02-20 15:07,LSTM 오류 감지
001.8805843.584374.000010981,10981,Product 1,Seoul_donggu,stock_inbound(HUB),2025-02-11 19:16,
001.8805843.584374.000010981,10981,Product 1,Seoul_donggu,stock_outbound(HUB),2025-03-10 1:04,
001.8805843.584374.000010981,10981,Product 1,Seoul_junggu,stock_inbound(Wholesaler),2025-03-10 10:00,
001.8805843.584374.000010981,10981,Product 1,Seoul_junggu,stock_outbound(Wholesaler),2025-03-26 2:38,
001.8805843.584374.000010981,10981,Product 1,Seoul_bukgu,stock_inbound(Reseller),2025-03-26 5:22,
001.8805843.584374.000010981,10981,Product 1,Seoul_bukgu,stock_outbound(Sell),2025-03-31 3:07,
001.8805843.584374.000010982,10982,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010982,10982,Product 1,Yeongju,aggregation,2025-01-26 18:20,
001.8805843.584374.000010982,10982,Product 1,Yeongju,WMS_inbound,2025-01-21 18:42,
001.8805843.584374.000010982,10982,Product 1,Yeongju,WMS_outbound,2025-02-06 9:41,
001.8805843.584374.000010982,10982,Product 1,Daegu_donggu,stock_inbound(HUB),2025-02-21 14:14,LSTM 오류 감지
001.8805843.584374.000010982,10982,Product 1,Daegu_donggu,stock_outbound(HUB),2025-02-07 19:18,
001.8805843.584374.000010982,10982,Product 1,Daegu_junggu,stock_inbound(Wholesaler),2025-02-07 22:20,
001.8805843.584374.000010982,10982,Product 1,Daegu_junggu,stock_outbound(Wholesaler),2025-02-13 3:27,
001.8805843.584374.000010982,10982,Product 1,Daegu_bukgu,stock_inbound(Reseller),2025-02-13 7:01,
001.8805843.584374.000010982,10982,Product 1,Daegu_bukgu,stock_outbound(Sell),2025-03-05 14:00,
001.8805843.584374.000010983,10983,Product 1,Yeongju,commissioning,2025-01-21 17:54,
001.8805843.584374.000010983,10983,Product 1,Yeongju,aggregation,2025-01-23 17:59,
001.8805843.584374.000010983,10983,Product 1,Yeongju,WMS_inbound,2025-01-21 18:45,
001.8805843.584374.000010983,10983,Product 1,Yeongju,WMS_outbound,2025-02-20 22:58,LSTM 오류 감지
001.8805843.584374.000010983,10983,Product 1,Gwangju_donggu,stock_inbound(HUB),2025-02-18 3:13,
001.8805843.584374.000010983,10983,Product 1,Gwangju_donggu,stock_outbound(HUB),2025-02-26 5:26,
001.8805843.584374.000010983,10983,Product 1,Gwangju_junggu,stock_inbound(Wholesaler),2025-03-02 8:01,
001.8805843.584374.000010983,10983,Product 1,Gwangju_junggu,stock_outbound(Wholesaler),2025-03-06 3:25,
001.8805843.584374.000010983,10983,Product 1,Gwangju_bukgu,stock_inbound(Reseller),2025-03-06 12:53,
001.8805843.584374.000010983,10983,Product 1,Gwangju_bukgu,stock_outbound(Sell),2025-03-13 12:07,
